instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr,is_holiday,is_weekday
13808,2012-08-03,3,1,8,0,5,1,2,0.86,0.8182,0.5,0.2985,95,243,338,12.0,Weekday,holiday
13809,2012-08-03,3,1,8,0,5,1,2,0.86,0.803,0.47,0.2836,98,247,345,13.0,Weekday,holiday
13810,2012-08-03,3,1,8,0,5,1,2,0.86,0.7879,0.44,0.2537,102,229,331,14.0,Weekday,holiday
13811,2012-08-03,3,1,8,0,5,1,1,0.88,0.8182,0.42,0.2537,112,268,380,15.0,Weekday,holiday
13812,2012-08-03,3,1,8,0,5,1,2,0.86,0.7879,0.41,0.2239,112,380,492,16.0,Weekday,holiday
13813,2012-08-03,3,1,8,0,5,1,2,0.84,0.803,0.53,0.2836,95,646,741,17.0,Weekday,holiday
13814,2012-08-03,3,1,8,0,5,1,2,0.82,0.803,0.59,0.2537,98,573,671,18.0,Weekday,holiday
13815,2012-08-03,3,1,8,0,5,1,2,0.8,0.7879,0.63,0.2239,81,388,469,19.0,Weekday,holiday
13816,2012-08-03,3,1,8,0,5,1,2,0.78,0.7576,0.66,0.2239,89,300,389,20.0,Weekday,holiday
13817,2012-08-03,3,1,8,0,5,1,2,0.76,0.7273,0.66,0.194,54,224,278,21.0,Weekday,holiday
13818,2012-08-03,3,1,8,0,5,1,1,0.76,0.7273,0.7,0.2537,46,156,202,22.0,Weekday,holiday
13819,2012-08-03,3,1,8,0,5,1,1,0.74,0.7121,0.79,0.1343,26,170,196,23.0,Weekday,holiday
13820,2012-08-04,3,1,8,0,6,0,1,0.74,0.7121,0.79,0.1642,24,137,161,0.0,Weekday,holiday
13821,2012-08-04,3,1,8,0,6,0,1,0.72,0.7121,0.84,0.194,23,99,122,1.0,Weekday,holiday
13822,2012-08-04,3,1,8,0,6,0,1,0.72,0.7121,0.84,0.1343,20,64,84,2.0,Weekday,holiday
13823,2012-08-04,3,1,8,0,6,0,1,0.72,0.7121,0.84,0.1343,11,19,30,3.0,Weekday,holiday
13824,2012-08-04,3,1,8,0,6,0,1,0.72,0.697,0.79,0.194,2,11,13,4.0,Weekday,holiday
13825,2012-08-04,3,1,8,0,6,0,1,0.7,0.6667,0.84,0.2239,1,16,17,5.0,Weekday,holiday
13826,2012-08-04,3,1,8,0,6,0,1,0.7,0.6667,0.84,0.2239,12,37,49,6.0,Weekday,holiday
13827,2012-08-04,3,1,8,0,6,0,1,0.72,0.697,0.77,0.1642,18,49,67,7.0,Weekday,holiday
13828,2012-08-04,3,1,8,0,6,0,1,0.74,0.7273,0.72,0.194,49,132,181,8.0,Weekday,holiday
13829,2012-08-04,3,1,8,0,6,0,1,0.78,0.7576,0.65,0.2239,61,217,278,9.0,Weekday,holiday
13830,2012-08-04,3,1,8,0,6,0,1,0.82,0.7727,0.57,0.194,108,288,396,10.0,Weekday,holiday
13831,2012-08-04,3,1,8,0,6,0,1,0.86,0.803,0.47,0.2537,155,315,470,11.0,Weekday,holiday
13832,2012-08-04,3,1,8,0,6,0,1,0.86,0.7879,0.4,0.3582,222,325,547,12.0,Weekday,holiday
13833,2012-08-04,3,1,8,0,6,0,1,0.88,0.8182,0.42,0.2985,195,332,527,13.0,Weekday,holiday
13834,2012-08-04,3,1,8,0,6,0,1,0.88,0.803,0.4,0.3881,183,289,472,14.0,Weekday,holiday
13835,2012-08-04,3,1,8,0,6,0,1,0.88,0.8182,0.42,0.4179,205,284,489,15.0,Weekday,holiday
13836,2012-08-04,3,1,8,0,6,0,1,0.9,0.8182,0.39,0.2985,197,253,450,16.0,Weekday,holiday
13837,2012-08-04,3,1,8,0,6,0,1,0.88,0.7879,0.37,0.2985,179,313,492,17.0,Weekday,holiday
13838,2012-08-04,3,1,8,0,6,0,1,0.86,0.7879,0.41,0.3284,169,321,490,18.0,Weekday,holiday
13839,2012-08-04,3,1,8,0,6,0,1,0.82,0.7727,0.52,0.3582,133,264,397,19.0,Weekday,holiday
13840,2012-08-04,3,1,8,0,6,0,1,0.82,0.7727,0.52,0.2985,117,195,312,20.0,Weekday,holiday
13841,2012-08-04,3,1,8,0,6,0,1,0.8,0.7727,0.59,0.2537,96,193,289,21.0,Weekday,holiday
13842,2012-08-04,3,1,8,0,6,0,1,0.76,0.7273,0.66,0.2836,104,165,269,22.0,Weekday,holiday
13843,2012-08-04,3,1,8,0,6,0,1,0.76,0.7273,0.66,0.2985,61,161,222,23.0,Weekday,holiday
13844,2012-08-05,3,1,8,0,0,0,1,0.74,0.697,0.7,0.2836,32,121,153,0.0,Weekday,holiday
13845,2012-08-05,3,1,8,0,0,0,1,0.74,0.697,0.7,0.2537,8,79,87,1.0,Weekday,holiday
13846,2012-08-05,3,1,8,0,0,0,1,0.74,0.697,0.7,0.2985,5,68,73,2.0,Weekday,holiday
13847,2012-08-05,3,1,8,0,0,0,1,0.72,0.697,0.74,0.2537,9,32,41,3.0,Weekday,holiday
13848,2012-08-05,3,1,8,0,0,0,1,0.72,0.697,0.74,0.2537,3,11,14,4.0,Weekday,holiday
13849,2012-08-05,3,1,8,0,0,0,1,0.72,0.697,0.74,0.2537,1,18,19,5.0,Weekday,holiday
13850,2012-08-05,3,1,8,0,0,0,1,0.72,0.697,0.79,0.2537,7,12,19,6.0,Weekday,holiday
13851,2012-08-05,3,1,8,0,0,0,1,0.74,0.7121,0.74,0.2985,18,50,68,7.0,Weekday,holiday
13852,2012-08-05,3,1,8,0,0,0,1,0.76,0.7273,0.66,0.3284,27,81,108,8.0,Weekday,holiday
13853,2012-08-05,3,1,8,0,0,0,1,0.8,0.7727,0.59,0.3582,61,168,229,9.0,Weekday,holiday
13854,2012-08-05,3,1,8,0,0,0,1,0.8,0.7727,0.59,0.4179,111,253,364,10.0,Weekday,holiday
13855,2012-08-05,3,1,8,0,0,0,1,0.82,0.7879,0.56,0.4179,155,282,437,11.0,Weekday,holiday
13856,2012-08-05,3,1,8,0,0,0,1,0.86,0.803,0.47,0.5224,161,330,491,12.0,Weekday,holiday
13857,2012-08-05,3,1,8,0,0,0,1,0.88,0.8182,0.44,0.4627,208,315,523,13.0,Weekday,holiday
13858,2012-08-05,3,1,8,0,0,0,1,0.9,0.8485,0.42,0.4627,161,365,526,14.0,Weekday,holiday
13859,2012-08-05,3,1,8,0,0,0,1,0.9,0.8182,0.37,0.5224,164,286,450,15.0,Weekday,holiday
13860,2012-08-05,3,1,8,0,0,0,1,0.82,0.7576,0.46,0.2537,143,278,421,16.0,Weekday,holiday
13861,2012-08-05,3,1,8,0,0,0,1,0.82,0.7576,0.46,0.2537,122,260,382,17.0,Weekday,holiday
13862,2012-08-05,3,1,8,0,0,0,3,0.7,0.6667,0.74,0.1343,75,154,229,18.0,Weekday,holiday
13863,2012-08-05,3,1,8,0,0,0,1,0.7,0.6667,0.84,0.2239,46,139,185,19.0,Weekday,holiday
13864,2012-08-05,3,1,8,0,0,0,1,0.7,0.6667,0.84,0.1045,53,140,193,20.0,Weekday,holiday
13865,2012-08-05,3,1,8,0,0,0,1,0.72,0.697,0.79,0.1045,51,157,208,21.0,Weekday,holiday
13866,2012-08-05,3,1,8,0,0,0,1,0.72,0.697,0.79,0.0896,57,100,157,22.0,Weekday,holiday
13867,2012-08-05,3,1,8,0,0,0,2,0.72,0.697,0.79,0.1642,29,58,87,23.0,Weekday,holiday
13868,2012-08-06,3,1,8,0,1,1,2,0.72,0.697,0.79,0.0,9,24,33,0.0,Weekday,weekday
13869,2012-08-06,3,1,8,0,1,1,1,0.72,0.697,0.79,0.0896,1,10,11,1.0,Weekday,weekday
13870,2012-08-06,3,1,8,0,1,1,2,0.72,0.697,0.79,0.1343,0,5,5,2.0,Weekday,weekday
13871,2012-08-06,3,1,8,0,1,1,3,0.72,0.697,0.79,0.0896,0,5,5,3.0,Weekday,weekday
13872,2012-08-06,3,1,8,0,1,1,2,0.72,0.697,0.74,0.1343,3,8,11,4.0,Weekday,weekday
13873,2012-08-06,3,1,8,0,1,1,1,0.7,0.6667,0.79,0.194,2,23,25,5.0,Weekday,weekday
13874,2012-08-06,3,1,8,0,1,1,2,0.7,0.6667,0.79,0.2239,4,137,141,6.0,Weekday,weekday
13875,2012-08-06,3,1,8,0,1,1,3,0.72,0.6818,0.7,0.194,14,393,407,7.0,Weekday,weekday
13876,2012-08-06,3,1,8,0,1,1,2,0.7,0.6667,0.79,0.0,27,578,605,8.0,Weekday,weekday
13877,2012-08-06,3,1,8,0,1,1,3,0.7,0.6667,0.79,0.1642,28,248,276,9.0,Weekday,weekday
13878,2012-08-06,3,1,8,0,1,1,1,0.74,0.697,0.7,0.2239,54,159,213,10.0,Weekday,weekday
13879,2012-08-06,3,1,8,0,1,1,1,0.76,0.7273,0.66,0.1343,108,152,260,11.0,Weekday,weekday
13880,2012-08-06,3,1,8,0,1,1,2,0.78,0.7273,0.55,0.0896,72,213,285,12.0,Weekday,weekday
13881,2012-08-06,3,1,8,0,1,1,1,0.8,0.7424,0.49,0.2239,85,204,289,13.0,Weekday,weekday
13882,2012-08-06,3,1,8,0,1,1,1,0.82,0.7576,0.46,0.0,99,188,287,14.0,Weekday,weekday
13883,2012-08-06,3,1,8,0,1,1,1,0.82,0.7576,0.46,0.1343,91,183,274,15.0,Weekday,weekday
13884,2012-08-06,3,1,8,0,1,1,1,0.84,0.7576,0.41,0.1045,88,363,451,16.0,Weekday,weekday
13885,2012-08-06,3,1,8,0,1,1,1,0.82,0.7424,0.41,0.0,112,746,858,17.0,Weekday,weekday
13886,2012-08-06,3,1,8,0,1,1,1,0.82,0.7424,0.41,0.1343,100,743,843,18.0,Weekday,weekday
13887,2012-08-06,3,1,8,0,1,1,1,0.78,0.7424,0.59,0.194,109,531,640,19.0,Weekday,weekday
13888,2012-08-06,3,1,8,0,1,1,1,0.76,0.7273,0.66,0.1642,89,368,457,20.0,Weekday,weekday
13889,2012-08-06,3,1,8,0,1,1,1,0.74,0.697,0.7,0.194,72,245,317,21.0,Weekday,weekday
13890,2012-08-06,3,1,8,0,1,1,1,0.74,0.697,0.7,0.0896,50,157,207,22.0,Weekday,weekday
13891,2012-08-06,3,1,8,0,1,1,1,0.72,0.697,0.74,0.194,16,97,113,23.0,Weekday,weekday
13892,2012-08-07,3,1,8,0,2,1,1,0.7,0.6667,0.84,0.194,15,32,47,0.0,Weekday,holiday
13893,2012-08-07,3,1,8,0,2,1,1,0.7,0.6667,0.84,0.1343,2,16,18,1.0,Weekday,holiday
13894,2012-08-07,3,1,8,0,2,1,1,0.7,0.6667,0.84,0.1343,6,7,13,2.0,Weekday,holiday
13895,2012-08-07,3,1,8,0,2,1,1,0.7,0.6667,0.84,0.0,0,6,6,3.0,Weekday,holiday
13896,2012-08-07,3,1,8,0,2,1,1,0.68,0.6364,0.83,0.1343,2,7,9,4.0,Weekday,holiday
13897,2012-08-07,3,1,8,0,2,1,1,0.7,0.6667,0.79,0.1045,3,33,36,5.0,Weekday,holiday
13898,2012-08-07,3,1,8,0,2,1,2,0.7,0.6667,0.79,0.194,3,176,179,6.0,Weekday,holiday
13899,2012-08-07,3,1,8,0,2,1,2,0.7,0.6667,0.74,0.1343,21,481,502,7.0,Weekday,holiday
13900,2012-08-07,3,1,8,0,2,1,2,0.7,0.6515,0.7,0.1642,41,664,705,8.0,Weekday,holiday
13901,2012-08-07,3,1,8,0,2,1,2,0.7,0.6667,0.74,0.1343,44,283,327,9.0,Weekday,holiday
13902,2012-08-07,3,1,8,0,2,1,2,0.74,0.697,0.7,0.1343,89,161,250,10.0,Weekday,holiday
13903,2012-08-07,3,1,8,0,2,1,2,0.76,0.7273,0.66,0.0896,84,130,214,11.0,Weekday,holiday
13904,2012-08-07,3,1,8,0,2,1,2,0.8,0.7576,0.55,0.1343,86,197,283,12.0,Weekday,holiday
13905,2012-08-07,3,1,8,0,2,1,2,0.8,0.7424,0.52,0.194,68,185,253,13.0,Weekday,holiday
13906,2012-08-07,3,1,8,0,2,1,2,0.82,0.7576,0.46,0.0,76,185,261,14.0,Weekday,holiday
13907,2012-08-07,3,1,8,0,2,1,1,0.8,0.7424,0.52,0.0,100,206,306,15.0,Weekday,holiday
13908,2012-08-07,3,1,8,0,2,1,3,0.76,0.7273,0.66,0.2836,101,344,445,16.0,Weekday,holiday
13909,2012-08-07,3,1,8,0,2,1,2,0.78,0.7424,0.62,0.1343,125,743,868,17.0,Weekday,holiday
13910,2012-08-07,3,1,8,0,2,1,2,0.76,0.7121,0.62,0.1642,103,711,814,18.0,Weekday,holiday
13911,2012-08-07,3,1,8,0,2,1,2,0.76,0.7273,0.66,0.1045,104,506,610,19.0,Weekday,holiday
13912,2012-08-07,3,1,8,0,2,1,2,0.74,0.697,0.7,0.1343,74,374,448,20.0,Weekday,holiday
13913,2012-08-07,3,1,8,0,2,1,2,0.72,0.697,0.74,0.0,70,247,317,21.0,Weekday,holiday
13914,2012-08-07,3,1,8,0,2,1,1,0.72,0.697,0.74,0.1045,43,181,224,22.0,Weekday,holiday
13915,2012-08-07,3,1,8,0,2,1,1,0.72,0.697,0.79,0.0,18,120,138,23.0,Weekday,holiday
13916,2012-08-08,3,1,8,0,3,1,1,0.7,0.6667,0.84,0.0,12,46,58,0.0,Weekday,holiday
13917,2012-08-08,3,1,8,0,3,1,1,0.72,0.697,0.79,0.0,3,20,23,1.0,Weekday,holiday
13918,2012-08-08,3,1,8,0,3,1,1,0.7,0.6667,0.84,0.0,1,5,6,2.0,Weekday,holiday
13919,2012-08-08,3,1,8,0,3,1,1,0.7,0.6667,0.84,0.0,1,6,7,3.0,Weekday,holiday
13920,2012-08-08,3,1,8,0,3,1,1,0.7,0.6667,0.84,0.0,1,6,7,4.0,Weekday,holiday
13921,2012-08-08,3,1,8,0,3,1,2,0.68,0.6364,0.89,0.1642,3,40,43,5.0,Weekday,holiday
13922,2012-08-08,3,1,8,0,3,1,2,0.7,0.6667,0.84,0.1642,4,169,173,6.0,Weekday,holiday
13923,2012-08-08,3,1,8,0,3,1,2,0.7,0.6667,0.84,0.1642,24,458,482,7.0,Weekday,holiday
13924,2012-08-08,3,1,8,0,3,1,2,0.74,0.7273,0.72,0.0896,48,689,737,8.0,Weekday,holiday
13925,2012-08-08,3,1,8,0,3,1,2,0.76,0.7273,0.66,0.0,33,308,341,9.0,Weekday,holiday
13926,2012-08-08,3,1,8,0,3,1,2,0.8,0.7424,0.52,0.1343,63,151,214,10.0,Weekday,holiday
13927,2012-08-08,3,1,8,0,3,1,2,0.8,0.7424,0.52,0.0,80,159,239,11.0,Weekday,holiday
13928,2012-08-08,3,1,8,0,3,1,2,0.8,0.7424,0.52,0.0,63,217,280,12.0,Weekday,holiday
13929,2012-08-08,3,1,8,0,3,1,2,0.8,0.7424,0.52,0.0,101,212,313,13.0,Weekday,holiday
13930,2012-08-08,3,1,8,0,3,1,2,0.8,0.7424,0.52,0.2537,63,173,236,14.0,Weekday,holiday
13931,2012-08-08,3,1,8,0,3,1,2,0.84,0.7576,0.44,0.194,110,168,278,15.0,Weekday,holiday
13932,2012-08-08,3,1,8,0,3,1,2,0.8,0.7424,0.49,0.2836,113,328,441,16.0,Weekday,holiday
13933,2012-08-08,3,1,8,0,3,1,2,0.8,0.7576,0.55,0.2836,107,751,858,17.0,Weekday,holiday
13934,2012-08-08,3,1,8,0,3,1,2,0.78,0.7273,0.55,0.1642,117,745,862,18.0,Weekday,holiday
13935,2012-08-08,3,1,8,0,3,1,1,0.76,0.7273,0.66,0.2239,119,567,686,19.0,Weekday,holiday
13936,2012-08-08,3,1,8,0,3,1,1,0.74,0.697,0.66,0.194,76,424,500,20.0,Weekday,holiday
13937,2012-08-08,3,1,8,0,3,1,1,0.74,0.697,0.66,0.1045,70,311,381,21.0,Weekday,holiday
13938,2012-08-08,3,1,8,0,3,1,1,0.72,0.697,0.74,0.1045,35,198,233,22.0,Weekday,holiday
13939,2012-08-08,3,1,8,0,3,1,1,0.72,0.6818,0.7,0.1343,16,120,136,23.0,Weekday,holiday
13940,2012-08-09,3,1,8,0,4,1,1,0.72,0.697,0.74,0.194,16,51,67,0.0,Weekday,holiday
13941,2012-08-09,3,1,8,0,4,1,1,0.7,0.6667,0.79,0.1343,5,23,28,1.0,Weekday,holiday
13942,2012-08-09,3,1,8,0,4,1,1,0.7,0.6667,0.84,0.0896,2,12,14,2.0,Weekday,holiday
13943,2012-08-09,3,1,8,0,4,1,1,0.68,0.6364,0.83,0.0896,1,5,6,3.0,Weekday,holiday
13944,2012-08-09,3,1,8,0,4,1,2,0.68,0.6364,0.89,0.1343,0,10,10,4.0,Weekday,holiday
13945,2012-08-09,3,1,8,0,4,1,2,0.66,0.5909,0.94,0.0,4,37,41,5.0,Weekday,holiday
13946,2012-08-09,3,1,8,0,4,1,1,0.66,0.6061,0.83,0.1642,5,162,167,6.0,Weekday,holiday
13947,2012-08-09,3,1,8,0,4,1,2,0.7,0.6667,0.84,0.1642,24,451,475,7.0,Weekday,holiday
13948,2012-08-09,3,1,8,0,4,1,1,0.72,0.697,0.74,0.1045,28,670,698,8.0,Weekday,holiday
13949,2012-08-09,3,1,8,0,4,1,1,0.76,0.7273,0.66,0.1642,54,299,353,9.0,Weekday,holiday
13950,2012-08-09,3,1,8,0,4,1,1,0.8,0.7576,0.55,0.2239,72,133,205,10.0,Weekday,holiday
13951,2012-08-09,3,1,8,0,4,1,1,0.84,0.7576,0.44,0.0,94,166,260,11.0,Weekday,holiday
13952,2012-08-09,3,1,8,0,4,1,1,0.84,0.7576,0.44,0.1045,85,192,277,12.0,Weekday,holiday
13953,2012-08-09,3,1,8,0,4,1,1,0.86,0.7879,0.41,0.1045,80,201,281,13.0,Weekday,holiday
13954,2012-08-09,3,1,8,0,4,1,1,0.88,0.7727,0.32,0.2239,86,161,247,14.0,Weekday,holiday
13955,2012-08-09,3,1,8,0,4,1,1,0.88,0.7727,0.32,0.2239,63,204,267,15.0,Weekday,holiday
13956,2012-08-09,3,1,8,0,4,1,1,0.86,0.7727,0.39,0.2537,97,320,417,16.0,Weekday,holiday
13957,2012-08-09,3,1,8,0,4,1,1,0.86,0.7576,0.36,0.2537,111,699,810,17.0,Weekday,holiday
13958,2012-08-09,3,1,8,0,4,1,2,0.82,0.7576,0.46,0.2537,78,733,811,18.0,Weekday,holiday
13959,2012-08-09,3,1,8,0,4,1,1,0.8,0.7576,0.55,0.194,90,533,623,19.0,Weekday,holiday
13960,2012-08-09,3,1,8,0,4,1,1,0.7,0.6515,0.54,0.2836,91,387,478,20.0,Weekday,holiday
13961,2012-08-09,3,1,8,0,4,1,2,0.7,0.6515,0.58,0.1642,50,286,336,21.0,Weekday,holiday
13962,2012-08-09,3,1,8,0,4,1,2,0.66,0.6212,0.69,0.2239,41,218,259,22.0,Weekday,holiday
13963,2012-08-09,3,1,8,0,4,1,1,0.66,0.6212,0.74,0.0,19,137,156,23.0,Weekday,holiday
13964,2012-08-10,3,1,8,0,5,1,1,0.7,0.6515,0.65,0.0896,17,68,85,0.0,Weekday,holiday
13965,2012-08-10,3,1,8,0,5,1,1,0.7,0.6515,0.65,0.1045,6,35,41,1.0,Weekday,holiday
13966,2012-08-10,3,1,8,0,5,1,1,0.7,0.6667,0.74,0.1642,6,14,20,2.0,Weekday,holiday
13967,2012-08-10,3,1,8,0,5,1,2,0.72,0.697,0.79,0.194,3,6,9,3.0,Weekday,holiday
13968,2012-08-10,3,1,8,0,5,1,3,0.7,0.6667,0.84,0.2836,0,7,7,4.0,Weekday,holiday
13969,2012-08-10,3,1,8,0,5,1,3,0.7,0.6667,0.84,0.2836,4,29,33,5.0,Weekday,holiday
13970,2012-08-10,3,1,8,0,5,1,3,0.64,0.5758,0.89,0.2985,3,41,44,6.0,Weekday,holiday
13971,2012-08-10,3,1,8,0,5,1,3,0.64,0.5758,0.89,0.1045,5,128,133,7.0,Weekday,holiday
13972,2012-08-10,3,1,8,0,5,1,3,0.62,0.5455,0.91,0.1642,7,112,119,8.0,Weekday,holiday
13973,2012-08-10,3,1,8,0,5,1,2,0.64,0.5758,0.89,0.0,21,199,220,9.0,Weekday,holiday
13974,2012-08-10,3,1,8,0,5,1,1,0.66,0.5909,0.89,0.1045,27,166,193,10.0,Weekday,holiday
13975,2012-08-10,3,1,8,0,5,1,3,0.68,0.6364,0.79,0.1343,73,178,251,11.0,Weekday,holiday
13976,2012-08-10,3,1,8,0,5,1,2,0.74,0.697,0.66,0.3582,75,240,315,12.0,Weekday,holiday
13977,2012-08-10,3,1,8,0,5,1,2,0.76,0.7121,0.58,0.3582,66,224,290,13.0,Weekday,holiday
13978,2012-08-10,3,1,8,0,5,1,1,0.76,0.7121,0.58,0.3582,71,236,307,14.0,Weekday,holiday
13979,2012-08-10,3,1,8,0,5,1,1,0.8,0.7424,0.52,0.4478,100,224,324,15.0,Weekday,holiday
13980,2012-08-10,3,1,8,0,5,1,1,0.78,0.7273,0.55,0.2985,96,371,467,16.0,Weekday,holiday
13981,2012-08-10,3,1,8,0,5,1,1,0.8,0.7424,0.52,0.2836,111,619,730,17.0,Weekday,holiday
13982,2012-08-10,3,1,8,0,5,1,1,0.76,0.7121,0.62,0.2985,88,552,640,18.0,Weekday,holiday
13983,2012-08-10,3,1,8,0,5,1,1,0.76,0.7121,0.62,0.2836,98,394,492,19.0,Weekday,holiday
13984,2012-08-10,3,1,8,0,5,1,1,0.74,0.697,0.66,0.2985,55,315,370,20.0,Weekday,holiday
13985,2012-08-10,3,1,8,0,5,1,1,0.74,0.697,0.66,0.2537,50,236,286,21.0,Weekday,holiday
13986,2012-08-10,3,1,8,0,5,1,1,0.72,0.697,0.74,0.2836,50,168,218,22.0,Weekday,holiday
13987,2012-08-10,3,1,8,0,5,1,1,0.72,0.6818,0.7,0.2836,33,159,192,23.0,Weekday,holiday
13988,2012-08-11,3,1,8,0,6,0,1,0.7,0.6515,0.7,0.2836,38,142,180,0.0,Weekday,holiday
13989,2012-08-11,3,1,8,0,6,0,1,0.66,0.6212,0.74,0.2239,32,84,116,1.0,Weekday,holiday
13990,2012-08-11,3,1,8,0,6,0,3,0.64,0.5909,0.78,0.194,19,66,85,2.0,Weekday,holiday
13991,2012-08-11,3,1,8,0,6,0,3,0.62,0.5758,0.83,0.1642,2,19,21,3.0,Weekday,holiday
13992,2012-08-11,3,1,8,0,6,0,1,0.62,0.5758,0.83,0.1045,3,7,10,4.0,Weekday,holiday
13993,2012-08-11,3,1,8,0,6,0,1,0.62,0.5606,0.88,0.1045,2,9,11,5.0,Weekday,holiday
13994,2012-08-11,3,1,8,0,6,0,2,0.62,0.5606,0.88,0.1045,5,18,23,6.0,Weekday,holiday
13995,2012-08-11,3,1,8,0,6,0,1,0.64,0.5758,0.83,0.0896,8,54,62,7.0,Weekday,holiday
13996,2012-08-11,3,1,8,0,6,0,1,0.66,0.6061,0.83,0.1045,30,132,162,8.0,Weekday,holiday
13997,2012-08-11,3,1,8,0,6,0,1,0.68,0.6364,0.79,0.194,54,217,271,9.0,Weekday,holiday
13998,2012-08-11,3,1,8,0,6,0,1,0.72,0.6818,0.62,0.0896,125,282,407,10.0,Weekday,holiday
13999,2012-08-11,3,1,8,0,6,0,1,0.74,0.697,0.66,0.1642,203,296,499,11.0,Weekday,holiday
14000,2012-08-11,3,1,8,0,6,0,1,0.76,0.7121,0.58,0.2239,214,332,546,12.0,Weekday,holiday
14001,2012-08-11,3,1,8,0,6,0,1,0.8,0.7424,0.49,0.3582,228,341,569,13.0,Weekday,holiday
14002,2012-08-11,3,1,8,0,6,0,1,0.8,0.7424,0.49,0.2985,248,290,538,14.0,Weekday,holiday
14003,2012-08-11,3,1,8,0,6,0,1,0.8,0.7273,0.46,0.2836,246,316,562,15.0,Weekday,holiday
14004,2012-08-11,3,1,8,0,6,0,1,0.8,0.7273,0.46,0.2985,227,304,531,16.0,Weekday,holiday
14005,2012-08-11,3,1,8,0,6,0,3,0.74,0.697,0.66,0.3582,220,292,512,17.0,Weekday,holiday
14006,2012-08-11,3,1,8,0,6,0,2,0.7,0.6667,0.74,0.2985,107,193,300,18.0,Weekday,holiday
14007,2012-08-11,3,1,8,0,6,0,2,0.66,0.5909,0.89,0.1045,97,178,275,19.0,Weekday,holiday
14008,2012-08-11,3,1,8,0,6,0,3,0.66,0.5909,0.89,0.4179,31,129,160,20.0,Weekday,holiday
14009,2012-08-11,3,1,8,0,6,0,2,0.66,0.5909,0.89,0.1642,26,102,128,21.0,Weekday,holiday
14010,2012-08-11,3,1,8,0,6,0,2,0.66,0.5909,0.89,0.1642,40,128,168,22.0,Weekday,holiday
14011,2012-08-11,3,1,8,0,6,0,3,0.66,0.6061,0.78,0.1642,42,121,163,23.0,Weekday,holiday
14012,2012-08-12,3,1,8,0,0,0,2,0.64,0.6061,0.73,0.1343,24,96,120,0.0,Weekday,holiday
14013,2012-08-12,3,1,8,0,0,0,1,0.62,0.5909,0.78,0.1343,21,92,113,1.0,Weekday,holiday
14014,2012-08-12,3,1,8,0,0,0,1,0.64,0.6061,0.69,0.1343,19,67,86,2.0,Weekday,holiday
14015,2012-08-12,3,1,8,0,0,0,1,0.62,0.5909,0.73,0.0896,11,37,48,3.0,Weekday,holiday
14016,2012-08-12,3,1,8,0,0,0,1,0.64,0.6061,0.69,0.0896,2,8,10,4.0,Weekday,holiday
14017,2012-08-12,3,1,8,0,0,0,1,0.64,0.6212,0.61,0.194,1,9,10,5.0,Weekday,holiday
14018,2012-08-12,3,1,8,0,0,0,1,0.64,0.6061,0.65,0.1642,2,14,16,6.0,Weekday,holiday
14019,2012-08-12,3,1,8,0,0,0,1,0.64,0.6061,0.65,0.1343,9,30,39,7.0,Weekday,holiday
14020,2012-08-12,3,1,8,0,0,0,1,0.66,0.6212,0.54,0.2239,35,84,119,8.0,Weekday,holiday
14021,2012-08-12,3,1,8,0,0,0,1,0.7,0.6515,0.48,0.2239,64,153,217,9.0,Weekday,holiday
14022,2012-08-12,3,1,8,0,0,0,1,0.7,0.6515,0.51,0.1642,88,240,328,10.0,Weekday,holiday
14023,2012-08-12,3,1,8,0,0,0,1,0.74,0.6667,0.42,0.1642,167,282,449,11.0,Weekday,holiday
14024,2012-08-12,3,1,8,0,0,0,1,0.74,0.6667,0.42,0.194,163,342,505,12.0,Weekday,holiday
14025,2012-08-12,3,1,8,0,0,0,1,0.78,0.697,0.4,0.0,178,365,543,13.0,Weekday,holiday
14026,2012-08-12,3,1,8,0,0,0,1,0.76,0.6818,0.4,0.194,213,366,579,14.0,Weekday,holiday
14027,2012-08-12,3,1,8,0,0,0,1,0.76,0.6818,0.4,0.1343,235,342,577,15.0,Weekday,holiday
14028,2012-08-12,3,1,8,0,0,0,1,0.76,0.6818,0.4,0.1045,213,300,513,16.0,Weekday,holiday
14029,2012-08-12,3,1,8,0,0,0,1,0.8,0.697,0.33,0.0,186,319,505,17.0,Weekday,holiday
14030,2012-08-12,3,1,8,0,0,0,1,0.78,0.6818,0.35,0.1045,164,327,491,18.0,Weekday,holiday
14031,2012-08-12,3,1,8,0,0,0,1,0.74,0.6515,0.4,0.1343,148,317,465,19.0,Weekday,holiday
14032,2012-08-12,3,1,8,0,0,0,1,0.72,0.6515,0.45,0.0,96,204,300,20.0,Weekday,holiday
14033,2012-08-12,3,1,8,0,0,0,1,0.72,0.6667,0.51,0.0896,78,142,220,21.0,Weekday,holiday
14034,2012-08-12,3,1,8,0,0,0,1,0.7,0.6515,0.58,0.1343,40,141,181,22.0,Weekday,holiday
14035,2012-08-12,3,1,8,0,0,0,1,0.68,0.6364,0.61,0.0,25,85,110,23.0,Weekday,holiday
14036,2012-08-13,3,1,8,0,1,1,1,0.66,0.6212,0.65,0.1045,14,33,47,0.0,Weekday,weekday
